customer_id,churn_probability,churn_prediction,risk_level,threshold,customer_value,customer_value_tier,retention_priority_score,segment,main_reason,recommended_action,priority
CUST_1835,1.0654490398621108e-05,0,Low,0.3292908351136531,1456.38,High,20,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1836,0.00010301816587740949,0,Low,0.3292908351136531,156.735,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1837,0.00044194546408669254,0,Low,0.3292908351136531,147.68,Low,2,Low Engagement Customers,Low usage duration; Inactive or higher-risk customer status,No immediate action,P4
CUST_1838,3.723165454456984e-05,0,Low,0.3292908351136531,833.22,High,12,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1839,2.8561211771003435e-06,0,Low,0.3292908351136531,847.53,High,12,High-Value Loyal Customers,Low usage frequency; Low usage duration,No immediate action,P4
CUST_1840,6.007737976010811e-05,0,Low,0.3292908351136531,69.75,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1841,0.0023645714551863415,0,Low,0.3292908351136531,18.36,Low,8,Price-Sensitive / Low-Value Users,High failed call rate; Low usage frequency; Low usage duration,No immediate action,P4
CUST_1842,0.0045302557799321635,0,Low,0.3292908351136531,28.1,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1843,0.004669225626299346,0,Low,0.3292908351136531,73.7,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1844,2.5461407167458348e-05,0,Low,0.3292908351136531,118.76,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1845,0.009254258094511249,0,Low,0.3292908351136531,121.68,Low,2,Low Engagement Customers,Low usage frequency; Low usage duration,No immediate action,P4
CUST_1846,9.83796034347484e-06,0,Low,0.3292908351136531,726.88,High,10,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1847,7.233327007623594e-06,0,Low,0.3292908351136531,364.65,Medium,5,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1848,0.001915042412153015,0,Low,0.3292908351136531,167.2,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1849,1.820762057253933e-05,0,Low,0.3292908351136531,1085.085,High,15,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1850,0.9992554847080167,1,High,0.3292908351136531,53.505,Low,51,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1851,1.6414251533326576e-05,0,Low,0.3292908351136531,189.44,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1852,0.05094274263046805,0,Low,0.3292908351136531,32.72,Low,3,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1853,9.667476137742526e-06,0,Low,0.3292908351136531,1528.32,High,21,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1854,3.491393744877659e-05,0,Low,0.3292908351136531,228.745,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1855,1.4690081921998121e-05,0,Low,0.3292908351136531,110.07,Low,2,Low Engagement Customers,Low customer value,No immediate action,P4
CUST_1856,3.2125833777975585e-05,0,Low,0.3292908351136531,274.08,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1857,1.6412535020469508e-05,0,Low,0.3292908351136531,1227.76,High,17,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1858,4.935827668847268e-06,0,Low,0.3292908351136531,937.24,High,13,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1859,1.2848492621262797e-05,0,Low,0.3292908351136531,549.48,High,8,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1860,4.584393309786054e-06,0,Low,0.3292908351136531,183.72,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1861,0.00041927628171973625,0,Low,0.3292908351136531,260.32,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1862,8.754820120506729e-05,0,Low,0.3292908351136531,115.48,Low,2,Low Engagement Customers,Inactive or higher-risk customer status,No immediate action,P4
CUST_1863,2.4656344367225876e-05,0,Low,0.3292908351136531,822.4,High,11,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1864,4.197755556728959e-06,0,Low,0.3292908351136531,2048.68,High,28,High-Value Loyal Customers,Low usage frequency,No immediate action,P4
CUST_1865,1.3405867054561552e-05,0,Low,0.3292908351136531,1370.79,High,19,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1866,3.3109469367026743e-06,0,Low,0.3292908351136531,999.24,High,14,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1867,0.0015193730425613861,0,Low,0.3292908351136531,30.78,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1868,0.012005529094701295,0,Low,0.3292908351136531,72.76,Low,2,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1869,0.9145492196717631,1,High,0.3292908351136531,4.5,Low,46,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1870,1.4573119570571837e-05,0,Low,0.3292908351136531,1833.2,High,25,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1871,7.738288577750193e-06,0,Low,0.3292908351136531,312.85,Medium,4,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1872,5.244164670923246e-06,0,Low,0.3292908351136531,782.46,High,11,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1873,0.9951291920229811,1,High,0.3292908351136531,95.88,Low,59,Price-Sensitive / Low-Value Users,High failed call rate; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1874,1.03089444119719e-05,0,Low,0.3292908351136531,156.345,Medium,10,Stable Low-Risk Customers,High failed call rate,No immediate action,P4
CUST_1875,0.9976683917776783,1,High,0.3292908351136531,373.995,Medium,55,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,Personalized retention offer,P3
CUST_1876,0.0011034400881882748,0,Low,0.3292908351136531,106.28,Low,2,Low Engagement Customers,Low usage frequency; Low customer value,No immediate action,P4
CUST_1877,0.9993611167618158,1,High,0.3292908351136531,149.04,Low,64,Price-Sensitive / Low-Value Users,Complaint recorded; Inactive or higher-risk customer status,Automated SMS/email campaign,P2
CUST_1878,0.9969786758627044,1,High,0.3292908351136531,220.28,Medium,53,Low Engagement Customers,Inactive or higher-risk customer status,Personalized retention offer,P3
CUST_1879,0.9996582336977335,1,High,0.3292908351136531,4.0,Low,50,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1880,0.0016648124826542327,0,Low,0.3292908351136531,37.2,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1881,8.89625052423246e-06,0,Low,0.3292908351136531,121.155,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1882,0.9988982785008859,1,High,0.3292908351136531,33.25,Low,50,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1883,0.0018003787594149548,0,Low,0.3292908351136531,8.055,Low,0,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1884,4.5268126530672225e-05,0,Low,0.3292908351136531,724.86,High,10,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1885,5.062285931561438e-06,0,Low,0.3292908351136531,1528.92,High,21,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1886,3.355011198835374e-05,0,Low,0.3292908351136531,151.8,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1887,0.00031027596580783865,0,Low,0.3292908351136531,212.16,Medium,3,Low Engagement Customers,Low usage duration; Inactive or higher-risk customer status,No immediate action,P4
CUST_1888,2.7969751510407767e-05,0,Low,0.3292908351136531,905.76,High,13,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1889,4.229158565255338e-06,0,Low,0.3292908351136531,920.07,High,13,High-Value Loyal Customers,Low usage duration,No immediate action,P4
CUST_1890,0.0005212714598237635,0,Low,0.3292908351136531,110.05,Low,2,Low Engagement Customers,Low usage duration; Low customer value,No immediate action,P4
CUST_1891,0.0016878073159203233,0,Low,0.3292908351136531,60.8,Low,9,Price-Sensitive / Low-Value Users,High failed call rate; Low usage frequency; Low usage duration,No immediate action,P4
CUST_1892,0.02119582694972955,0,Low,0.3292908351136531,68.25,Low,2,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1893,0.0007729072243429226,0,Low,0.3292908351136531,132.84,Low,10,Low Engagement Customers,High failed call rate; Low usage duration,No immediate action,P4
CUST_1894,3.355487863470962e-05,0,Low,0.3292908351136531,155.24,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1895,9.519964199115254e-06,0,Low,0.3292908351136531,194.22,Medium,3,Low Engagement Customers,Low usage frequency; Low usage duration,No immediate action,P4
CUST_1896,2.265458314452739e-05,0,Low,0.3292908351136531,667.26,High,9,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1897,6.630389764668171e-05,0,Low,0.3292908351136531,242.97,Medium,3,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1898,4.2244455985634936e-05,0,Low,0.3292908351136531,231.68,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1899,5.409097889284055e-06,0,Low,0.3292908351136531,1029.0,High,14,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1900,0.992034943932237,1,High,0.3292908351136531,52.04,Low,50,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1901,0.00579952872368538,0,Low,0.3292908351136531,321.795,Medium,5,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1902,0.004422321578747167,0,Low,0.3292908351136531,68.985,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1903,2.3963807009845188e-05,0,Low,0.3292908351136531,1751.535,High,24,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1904,0.0005446380609753778,0,Low,0.3292908351136531,268.07,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1905,0.0003111238503032855,0,Low,0.3292908351136531,173.855,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1906,0.001096745238055602,0,Low,0.3292908351136531,302.68,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1907,2.9302827980160344e-05,0,Low,0.3292908351136531,1256.36,High,17,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1908,1.0119961615160832e-05,0,Low,0.3292908351136531,965.84,High,13,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1909,6.8399728208163e-05,0,Low,0.3292908351136531,578.08,High,8,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1910,0.0005214573152744515,0,Low,0.3292908351136531,212.32,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1911,0.0026853522802843437,0,Low,0.3292908351136531,325.035,Medium,5,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1912,0.004043509233651388,0,Low,0.3292908351136531,144.08,Low,2,Low Engagement Customers,Inactive or higher-risk customer status,No immediate action,P4
CUST_1913,0.00011544978991154795,0,Low,0.3292908351136531,851.0,High,24,Stable Low-Risk Customers,Complaint recorded,No immediate action,P4
CUST_1914,2.188003484165006e-05,0,Low,0.3292908351136531,2077.28,High,29,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1915,8.395804597709602e-05,0,Low,0.3292908351136531,1402.965,High,19,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1916,1.1896949866218315e-05,0,Low,0.3292908351136531,1027.84,High,14,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1917,0.012774461310922148,0,Low,0.3292908351136531,62.955,Low,2,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1918,0.0007979648624547479,0,Low,0.3292908351136531,114.03,Low,2,Low Engagement Customers,Low usage frequency; Low usage duration; Inactive or higher-risk customer status,No immediate action,P4
CUST_1919,0.9818943177404459,1,High,0.3292908351136531,4.5,Low,49,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1920,2.4618386941360098e-05,0,Low,0.3292908351136531,2094.525,High,29,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1921,3.678810845663119e-05,0,Low,0.3292908351136531,529.16,High,7,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1922,1.6359386050330965e-05,0,Low,0.3292908351136531,814.635,High,11,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1923,0.9990496628243397,1,High,0.3292908351136531,140.04,Low,60,Price-Sensitive / Low-Value Users,High failed call rate; Low usage duration; Inactive or higher-risk customer status,Automated SMS/email campaign,P2
CUST_1924,0.00026511582252901263,0,Low,0.3292908351136531,278.45,Medium,12,Stable Low-Risk Customers,High failed call rate,No immediate action,P4
CUST_1925,0.0009310339451906297,0,Low,0.3292908351136531,406.17,Medium,6,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1926,0.0012320908081092188,0,Low,0.3292908351136531,134.88,Low,2,Low Engagement Customers,Low usage frequency,No immediate action,P4
CUST_1927,0.9989196454872096,1,High,0.3292908351136531,177.64,Medium,60,Low Engagement Customers,High failed call rate; Inactive or higher-risk customer status,Personalized retention offer,P2
CUST_1928,0.9997188987802232,1,High,0.3292908351136531,248.88,Medium,73,Price-Sensitive / Low-Value Users,Complaint recorded; High failed call rate; Inactive or higher-risk customer status,Personalized retention offer,P2
CUST_1929,0.6813477888156569,1,High,0.3292908351136531,25.8,Low,34,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P4
CUST_1930,0.0015739133408816345,0,Low,0.3292908351136531,88.12,Low,1,Low Engagement Customers,Low customer value,No immediate action,P4
CUST_1931,1.9120649737772336e-05,0,Low,0.3292908351136531,219.8,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1932,0.9966175038762157,1,High,0.3292908351136531,51.125,Low,51,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1933,0.00016006675055594972,0,Low,0.3292908351136531,18.78,Low,0,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1934,0.00014231519877738491,0,Low,0.3292908351136531,757.035,High,10,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1935,1.061039985814152e-05,0,Low,0.3292908351136531,1561.095,High,22,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1936,0.00022150314177637277,0,Low,0.3292908351136531,202.95,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1937,0.0007874166021802047,0,Low,0.3292908351136531,240.76,Medium,3,Low Engagement Customers,Inactive or higher-risk customer status,No immediate action,P4
CUST_1938,0.00014847297132943507,0,Low,0.3292908351136531,937.935,High,13,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1939,4.007105280892017e-05,0,Low,0.3292908351136531,952.245,High,13,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1940,0.00010874211701310015,0,Low,0.3292908351136531,127.925,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1941,0.0030817968770523578,0,Low,0.3292908351136531,100.575,Low,10,Price-Sensitive / Low-Value Users,High failed call rate; Low usage duration; Low customer value,No immediate action,P4
CUST_1942,0.00195503405114474,0,Low,0.3292908351136531,86.125,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1943,0.0011855946728972762,0,Low,0.3292908351136531,165.015,Medium,10,Price-Sensitive / Low-Value Users,High failed call rate,No immediate action,P4
CUST_1944,0.00012167877752235658,0,Low,0.3292908351136531,183.84,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1945,3.5023219744184464e-05,0,Low,0.3292908351136531,226.395,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1946,1.5352848551343477e-05,0,Low,0.3292908351136531,854.865,High,12,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1947,1.1737037595838334e-05,0,Low,0.3292908351136531,422.825,Medium,6,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1948,0.00041094016187166125,0,Low,0.3292908351136531,260.28,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1949,2.2200136448266115e-05,0,Low,0.3292908351136531,1057.6,High,15,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1950,0.9995800002675664,1,High,0.3292908351136531,80.64,Low,51,Low Engagement Customers,Low usage frequency; Low customer value,Automated SMS/email campaign,P3
CUST_1951,0.0002719080164272607,0,Low,0.3292908351136531,153.405,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1952,0.7375796028050958,1,High,0.3292908351136531,0.0,Low,37,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P4
CUST_1953,2.176319767855901e-05,0,Low,0.3292908351136531,1538.145,High,21,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1954,0.0029939269482657767,0,Low,0.3292908351136531,177.76,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1955,0.001046041044995671,0,Low,0.3292908351136531,78.045,Low,1,Low Engagement Customers,Low usage duration; Low customer value,No immediate action,P4
CUST_1956,7.811803563990024e-05,0,Low,0.3292908351136531,127.125,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1957,3.5150942951713677e-06,0,Low,0.3292908351136531,1066.68,High,15,High-Value Loyal Customers,Low usage frequency; Low usage duration,No immediate action,P4
CUST_1958,3.697794766116737e-05,0,Low,0.3292908351136531,776.16,High,11,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1959,3.942088823903723e-05,0,Low,0.3292908351136531,516.4,High,7,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1960,2.0299206725752632e-05,0,Low,0.3292908351136531,142.64,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1961,0.00018139169736933755,0,Low,0.3292908351136531,224.145,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1962,0.0041880780984024845,0,Low,0.3292908351136531,50.4,Low,1,Low Engagement Customers,Low usage duration; Low customer value; Inactive or higher-risk customer status,No immediate action,P4
CUST_1963,7.038947135332941e-05,0,Low,0.3292908351136531,743.985,High,10,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1964,2.7469319098572568e-05,0,Low,0.3292908351136531,1887.6,High,26,High-Value Loyal Customers,Low usage frequency,No immediate action,P4
CUST_1965,3.717367950968317e-05,0,Low,0.3292908351136531,1189.575,High,16,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1966,4.789299427655952e-05,0,Low,0.3292908351136531,838.16,High,12,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1967,0.9068376788045635,1,High,0.3292908351136531,0.0,Low,45,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1968,0.8838101542015265,1,High,0.3292908351136531,0.0,Low,44,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1969,0.9068376788045635,1,High,0.3292908351136531,0.0,Low,45,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1970,2.493477181423535e-05,0,Low,0.3292908351136531,1881.135,High,26,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1971,4.802175596761057e-05,0,Low,0.3292908351136531,423.48,Medium,6,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1972,5.5680924046830876e-05,0,Low,0.3292908351136531,601.245,High,8,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1973,0.9997942444194766,1,High,0.3292908351136531,0.0,Low,62,Price-Sensitive / Low-Value Users,Complaint recorded; Low usage frequency; Low usage duration,Automated SMS/email campaign,P2
CUST_1974,4.5870750452304147e-05,0,Low,0.3292908351136531,237.4,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1975,0.9985466452038831,1,High,0.3292908351136531,219.78,Medium,65,Price-Sensitive / Low-Value Users,Complaint recorded,Personalized retention offer,P2
CUST_1976,0.0007303746026307156,0,Low,0.3292908351136531,73.2,Low,1,Low Engagement Customers,Low usage frequency; Low customer value,No immediate action,P4
CUST_1977,0.9939295259510234,1,High,0.3292908351136531,89.955,Low,51,Low Engagement Customers,Low usage frequency; Low customer value; Inactive or higher-risk customer status,Automated SMS/email campaign,P3
CUST_1978,0.8229505611832715,1,High,0.3292908351136531,59.2,Low,42,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1979,0.9997942444194766,1,High,0.3292908351136531,0.0,Low,62,Price-Sensitive / Low-Value Users,Complaint recorded; Low usage frequency; Low usage duration,Automated SMS/email campaign,P2
CUST_1980,0.006602777710005231,0,Low,0.3292908351136531,26.44,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1981,2.719737119707265e-05,0,Low,0.3292908351136531,146.25,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1982,0.9912996212492978,1,High,0.3292908351136531,0.0,Low,50,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_1983,0.03310055547018057,0,Low,0.3292908351136531,0.0,Low,2,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1984,0.00011291409392289633,0,Low,0.3292908351136531,687.645,High,10,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1985,2.2811251970721295e-05,0,Low,0.3292908351136531,1347.705,High,19,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1986,8.134058308202272e-05,0,Low,0.3292908351136531,124.56,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1987,0.23388834026024305,0,Low,0.3292908351136531,51.08,Low,12,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1988,0.0002708245728092934,0,Low,0.3292908351136531,724.545,High,10,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1989,6.424654303146264e-06,0,Low,0.3292908351136531,738.855,High,10,High-Value Loyal Customers,Low usage frequency; Low usage duration,No immediate action,P4
CUST_1990,0.00012786838046661484,0,Low,0.3292908351136531,14.375,Low,0,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1991,0.0028680713624594308,0,Low,0.3292908351136531,0.0,Low,0,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1992,0.004239578548524725,0,Low,0.3292908351136531,0.0,Low,0,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1993,0.0006848094158462613,0,Low,0.3292908351136531,10.125,Low,0,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1994,2.9573343297022377e-05,0,Low,0.3292908351136531,90.16,Low,1,Low Engagement Customers,Low customer value,No immediate action,P4
CUST_1995,0.004318813363355212,0,Low,0.3292908351136531,31.005,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_1996,0.00022172828958360555,0,Low,0.3292908351136531,594.055,High,8,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1997,8.858144301122e-06,0,Low,0.3292908351136531,304.275,Medium,4,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_1998,0.008752896086809257,0,Low,0.3292908351136531,74.6,Low,1,Low Engagement Customers,Low customer value,No immediate action,P4
CUST_1999,3.306409319134906e-05,0,Low,0.3292908351136531,867.92,High,12,High-Value Loyal Customers,Low usage frequency,No immediate action,P4
CUST_2000,0.9985853462566454,1,High,0.3292908351136531,21.33,Low,50,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_2001,0.00031493777837253315,0,Low,0.3292908351136531,185.85,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_2002,0.8453018020144719,1,High,0.3292908351136531,0.0,Low,42,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_2003,8.834174760952634e-06,0,Low,0.3292908351136531,1683.09,High,23,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_2004,0.00012321757813581142,0,Low,0.3292908351136531,217.415,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_2005,0.00010727263853180802,0,Low,0.3292908351136531,117.7,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_2006,0.0006460142790264817,0,Low,0.3292908351136531,272.07,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_2007,2.0747315512734886e-05,0,Low,0.3292908351136531,1195.52,High,17,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_2008,1.0232883616888029e-05,0,Low,0.3292908351136531,905.0,High,13,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
